ticket_id,created_at,resolved_at,priority,category,agent,team,status,location,satisfaction_score,sla_target_hours,resolution_time_hours,SLA_breached
INC-100651,2025-11-04 10:00:00,2025-11-05 13:15:53.394235990,Medium,Email,Alice Brown,Service Desk,Resolved,Hamburg,3.8,48,27.26,False
INC-101116,2025-11-04 15:00:00,2025-11-05 16:10:09.424197802,Medium,Access Request,Noah Fischer,Security,Resolved,Hamburg,3.8,48,25.17,False
INC-100284,2025-11-04 18:00:00,2025-11-05 08:04:30.920397375,Low,Hardware,Nina Falk,Infrastructure,Resolved,Frankfurt,4.1,72,14.08,False
INC-100718,2025-11-05 02:00:00,2025-11-05 20:48:16.927115800,High,Hardware,Marco Klein,Service Desk,Closed,Berlin,4.1,24,18.8,False
INC-100235,2025-11-05 06:00:00,2025-11-06 10:15:26.913783038,Low,Access Request,Marta Novak,Security,Closed,Berlin,4.6,72,28.26,False
INC-100563,2025-11-05 08:00:00,,High,Software,Noah Fischer,Security,In Progress,Hamburg,,24,,True
INC-101120,2025-11-05 09:00:00,2025-11-06 10:36:20.910016148,Medium,Email,Marta Novak,Security,Resolved,Munich,4.6,48,25.61,False
INC-100252,2025-11-05 13:00:00,,Medium,Access Request,Marco Klein,Service Desk,Pending,Hamburg,,48,,True
INC-101018,2025-11-05 14:00:00,2025-11-07 14:51:47.539471294,Medium,Network,Emre Kaya,Applications,Resolved,Berlin,3.9,48,48.86,True
INC-100203,2025-11-05 19:00:00,2025-11-07 13:07:52.084309499,High,Vpn,Tim Bauer,Network,Resolved,Remote,3.9,24,42.13,True
INC-100185,2025-11-05 22:00:00,,Low,Network,Tim Bauer,Network,Open,Cologne,,72,,True
INC-100183,2025-11-06 08:00:00,2025-11-07 11:08:48.511404349,Medium,Onboarding,David Ross,Infrastructure,Resolved,Munich,4.8,48,27.15,False
INC-100055,2025-11-06 11:00:00,,Medium,Onboarding,Kevin Zhang,Network,Open,Remote,,48,,True
INC-101162,2025-11-06 17:00:00,2025-11-07 00:12:04.117458846,Medium,Vpn,Marco Klein,Service Desk,Resolved,Munich,2.8,48,7.2,False
INC-100453,2025-11-06 19:00:00,2025-11-09 05:28:15.736952114,Low,Software,Lina Schmitt,Service Desk,Resolved,Berlin,4.5,72,58.47,False
INC-100405,2025-11-06 20:00:00,2025-11-07 06:27:32.634750953,High,Software,Sofia Lang,Applications,Closed,Hamburg,3.6,24,10.46,False
INC-100021,2025-11-07 02:00:00,2025-11-08 02:07:51.085439202,Medium,Onboarding,Marta Novak,Security,Resolved,Hamburg,4.9,48,24.13,False
INC-100406,2025-11-07 04:00:00,2025-11-08 14:40:21.757980573,High,Network,Nina Falk,Infrastructure,Resolved,Cologne,3.8,24,34.67,True
INC-100180,2025-11-07 06:00:00,2025-11-08 03:03:02.704304784,Medium,Hardware,Kevin Zhang,Network,Resolved,Cologne,4.5,48,21.05,False
INC-101053,2025-11-07 10:00:00,2025-11-07 15:22:29.734250743,Medium,Security Incident,Priya Sharma,Service Desk,Resolved,Hamburg,3.8,48,5.37,False
INC-101091,2025-11-07 16:00:00,2025-11-11 10:33:24.681847913,Low,Access Request,Noah Fischer,Security,Resolved,Munich,4.8,72,90.56,True
INC-100667,2025-11-07 19:00:00,2025-11-08 22:58:30.459066118,Low,Security Incident,Marco Klein,Service Desk,Resolved,Hamburg,3.4,72,27.98,False
INC-101008,2025-11-07 20:00:00,,Low,Email,Alice Brown,Service Desk,In Progress,Berlin,,72,,True
INC-100876,2025-11-08 02:00:00,2025-11-09 16:41:02.814005029,Medium,Network,David Ross,Infrastructure,Resolved,Cologne,4.8,48,38.68,False
INC-100556,2025-11-08 02:00:00,2025-11-08 17:37:16.213786030,High,Security Incident,Marco Klein,Service Desk,Resolved,Frankfurt,3.8,24,15.62,False
INC-101152,2025-11-08 03:00:00,2025-11-09 04:55:58.506045715,Medium,Security Incident,Alice Brown,Service Desk,Closed,Munich,4.1,48,25.93,False
INC-100159,2025-11-08 04:00:00,2025-11-09 08:38:04.133647318,High,Onboarding,Alice Brown,Service Desk,Resolved,Cologne,3.9,24,28.63,True
INC-100629,2025-11-08 05:00:00,,Medium,Network,Tim Bauer,Network,Open,Remote,,48,,True
INC-100115,2025-11-08 08:00:00,2025-11-09 10:56:37.371653154,Medium,Access Request,Noah Fischer,Security,Resolved,Berlin,4.0,48,26.94,False
INC-100420,2025-11-08 12:00:00,2025-11-09 00:13:38.589606355,High,Software,David Ross,Infrastructure,Resolved,Hamburg,4.2,24,12.23,False
INC-101051,2025-11-08 23:00:00,2025-11-09 08:06:19.864463145,Critical,Software,Priya Sharma,Service Desk,Resolved,Munich,3.0,8,9.11,True
INC-100940,2025-11-09 00:00:00,,Low,Network,David Ross,Infrastructure,Open,Cologne,,72,,True
INC-100445,2025-11-09 00:00:00,2025-11-09 04:38:26.271325422,High,Software,Marco Klein,Service Desk,Resolved,Hamburg,3.7,24,4.64,False
INC-100897,2025-11-09 05:00:00,2025-11-09 16:33:56.403710612,Medium,Security Incident,Kevin Zhang,Network,Closed,Remote,3.9,48,11.57,False
INC-101000,2025-11-10 01:00:00,2025-11-12 20:25:55.942234025,Low,Security Incident,Alice Brown,Service Desk,Resolved,Remote,3.7,72,67.43,False
INC-100017,2025-11-10 04:00:00,2025-11-10 06:01:47.145470522,Critical,Email,Noah Fischer,Security,Closed,Berlin,3.1,8,2.03,False
INC-100608,2025-11-10 09:00:00,2025-11-14 04:32:44.149883795,Low,Hardware,Jonas Weber,Infrastructure,Closed,Remote,4.2,72,91.55,True
INC-100344,2025-11-10 14:00:00,2025-11-11 06:11:30.414638006,Low,Security Incident,Nina Falk,Infrastructure,Resolved,Remote,4.4,72,16.19,False
INC-100803,2025-11-10 17:00:00,,Medium,Software,Tim Bauer,Network,Open,Frankfurt,,48,,True
INC-100549,2025-11-10 20:00:00,,Low,Access Request,Jonas Weber,Infrastructure,In Progress,Munich,,72,,True
INC-101165,2025-11-11 01:00:00,,Medium,Hardware,Marco Klein,Service Desk,In Progress,Hamburg,,48,,True
INC-100717,2025-11-11 05:00:00,2025-11-11 15:09:03.209943734,High,Access Request,Sofia Lang,Applications,Closed,Hamburg,3.7,24,10.15,False
INC-100366,2025-11-11 12:00:00,2025-11-13 03:41:14.160792402,Medium,Hardware,Nina Falk,Infrastructure,Closed,Hamburg,3.5,48,39.69,False
INC-101015,2025-11-11 15:00:00,2025-11-12 08:30:19.634239185,Medium,Access Request,Noah Fischer,Security,Resolved,Frankfurt,4.4,48,17.51,False
INC-101010,2025-11-11 20:00:00,2025-11-13 11:01:03.591680134,Medium,Hardware,Jonas Weber,Infrastructure,Resolved,Berlin,4.1,48,39.02,False
INC-100701,2025-11-11 22:00:00,2025-11-12 20:53:49.684242987,High,Access Request,Priya Sharma,Service Desk,Resolved,Frankfurt,4.0,24,22.9,False
INC-100296,2025-11-11 23:00:00,2025-11-12 22:40:51.150182130,Critical,Software,Kevin Zhang,Network,Resolved,Munich,3.0,8,23.68,True
INC-100449,2025-11-12 01:00:00,2025-11-12 17:36:25.073053007,Medium,Software,Olivia Reed,Network,Resolved,Berlin,5.0,48,16.61,False
INC-100893,2025-11-12 09:00:00,2025-11-12 19:19:44.455176872,Medium,Onboarding,Sofia Lang,Applications,Resolved,Remote,3.8,48,10.33,False
INC-100712,2025-11-12 10:00:00,2025-11-13 15:58:17.961561453,High,Software,Kevin Zhang,Network,Resolved,Hamburg,3.6,24,29.97,True
INC-100679,2025-11-12 13:00:00,2025-11-13 05:26:31.009536513,Medium,Software,Olivia Reed,Network,Resolved,Berlin,4.6,48,16.44,False
INC-100578,2025-11-12 16:00:00,2025-11-14 10:47:17.426218354,Medium,Network,Nina Falk,Infrastructure,Resolved,Munich,4.8,48,42.79,False
INC-101074,2025-11-13 00:00:00,,Low,Hardware,Alice Brown,Service Desk,Open,Frankfurt,,72,,True
INC-101195,2025-11-13 04:00:00,2025-11-13 13:52:53.462300007,Medium,Network,Kevin Zhang,Network,Resolved,Remote,4.5,48,9.88,False
INC-100997,2025-11-13 07:00:00,2025-11-15 12:46:39.905197930,Low,Network,Alice Brown,Service Desk,Resolved,Remote,4.2,72,53.78,False
INC-100011,2025-11-13 08:00:00,2025-11-17 03:31:40.567022835,Medium,Hardware,Sofia Lang,Applications,Closed,Munich,4.3,48,91.53,True
INC-100995,2025-11-14 02:00:00,,Low,Onboarding,Marta Novak,Security,In Progress,Frankfurt,,72,,True
INC-100488,2025-11-14 09:00:00,2025-11-14 13:12:19.953762023,High,Email,Marta Novak,Security,Resolved,Berlin,2.7,24,4.21,False
INC-100507,2025-11-14 10:00:00,2025-11-14 23:23:25.359165489,Medium,Network,Marco Klein,Service Desk,Resolved,Frankfurt,3.9,48,13.39,False
INC-101147,2025-11-14 12:00:00,2025-11-14 18:55:06.960371698,Low,Software,Marta Novak,Security,Closed,Berlin,4.0,72,6.92,False
INC-101164,2025-11-14 12:00:00,,Medium,Network,Marco Klein,Service Desk,In Progress,Remote,,48,,True
INC-100747,2025-11-14 17:00:00,2025-11-15 20:52:33.819112860,Medium,Vpn,David Ross,Infrastructure,Closed,Remote,4.7,48,27.88,False
INC-100656,2025-11-14 20:00:00,,Low,Network,Olivia Reed,Network,In Progress,Berlin,,72,,True
INC-100351,2025-11-14 22:00:00,2025-11-15 17:14:55.513231688,Low,Email,Nina Falk,Infrastructure,Resolved,Berlin,4.2,72,19.25,False
INC-100648,2025-11-15 12:00:00,2025-11-17 14:02:59.959711961,Medium,Software,Lina Schmitt,Service Desk,Closed,Berlin,3.9,48,50.05,True
INC-100606,2025-11-15 15:00:00,2025-11-17 15:07:29.531380683,Low,Hardware,Lina Schmitt,Service Desk,Closed,Hamburg,3.7,72,48.12,False
INC-100561,2025-11-15 18:00:00,2025-11-15 21:56:00.471812599,High,Onboarding,Priya Sharma,Service Desk,Resolved,Berlin,3.7,24,3.93,False
INC-100931,2025-11-16 00:00:00,2025-11-17 21:44:23.624470312,Medium,Access Request,Alice Brown,Service Desk,Resolved,Hamburg,4.0,48,45.74,False
INC-101140,2025-11-16 11:00:00,2025-11-16 14:21:47.404652896,High,Access Request,Marta Novak,Security,Resolved,Cologne,2.8,24,3.36,False
INC-100877,2025-11-16 13:00:00,2025-11-16 15:07:21.316850373,Low,Software,Jonas Weber,Infrastructure,Resolved,Berlin,4.7,72,2.12,False
INC-100539,2025-11-16 16:00:00,2025-11-17 13:43:38.057814501,Low,Network,Lina Schmitt,Service Desk,Resolved,Cologne,4.7,72,21.73,False
INC-100927,2025-11-16 21:00:00,2025-11-20 07:09:52.209369920,Medium,Security Incident,Jonas Weber,Infrastructure,Resolved,Remote,3.8,48,82.16,True
INC-100289,2025-11-17 03:00:00,2025-11-19 21:43:58.680463206,Low,Email,Priya Sharma,Service Desk,Resolved,Remote,5.0,72,66.73,False
INC-100305,2025-11-17 06:00:00,2025-11-18 10:33:03.022594079,High,Network,Tim Bauer,Network,Resolved,Frankfurt,2.7,24,28.55,True
INC-100917,2025-11-17 07:00:00,2025-11-18 11:26:38.379700639,Medium,Network,Priya Sharma,Service Desk,Closed,Frankfurt,3.5,48,28.44,False
INC-100789,2025-11-17 16:00:00,,Medium,Software,Olivia Reed,Network,In Progress,Frankfurt,,48,,True
INC-100807,2025-11-17 18:00:00,,Medium,Network,Tim Bauer,Network,Open,Hamburg,,48,,True
INC-100295,2025-11-17 19:00:00,2025-11-19 20:07:13.016040796,Medium,Onboarding,Marta Novak,Security,Resolved,Cologne,3.7,48,49.12,True
INC-100029,2025-11-17 21:00:00,2025-11-20 04:17:28.685349206,Medium,Onboarding,Sofia Lang,Applications,Resolved,Remote,3.9,48,55.29,True
INC-100057,2025-11-18 04:00:00,2025-11-18 23:05:37.207721393,Medium,Hardware,Kevin Zhang,Network,Resolved,Berlin,3.5,48,19.09,False
INC-100331,2025-11-18 05:00:00,,Critical,Hardware,Priya Sharma,Service Desk,Open,Munich,,8,,True
INC-100229,2025-11-18 06:00:00,2025-11-19 03:44:05.964578166,Medium,Network,Tim Bauer,Network,Resolved,Berlin,5.0,48,21.73,False
INC-100983,2025-11-18 06:00:00,2025-11-21 02:34:12.939938429,Medium,Network,David Ross,Infrastructure,Resolved,Cologne,4.2,48,68.57,True
INC-100879,2025-11-18 14:00:00,2025-11-19 22:04:17.193510168,Low,Email,Jonas Weber,Infrastructure,Resolved,Cologne,4.8,72,32.07,False
INC-100992,2025-11-18 19:00:00,2025-11-19 13:03:01.746225961,Medium,Access Request,Marco Klein,Service Desk,Closed,Frankfurt,4.0,48,18.05,False
INC-100655,2025-11-19 17:00:00,2025-11-20 11:39:58.530149272,Medium,Network,Lina Schmitt,Service Desk,Resolved,Berlin,3.9,48,18.67,False
INC-100762,2025-11-19 17:00:00,2025-11-20 15:24:13.418477053,Medium,Email,David Ross,Infrastructure,Resolved,Frankfurt,3.4,48,22.4,False
INC-100132,2025-11-19 20:00:00,,High,Network,Lina Schmitt,Service Desk,In Progress,Remote,,24,,True
INC-100308,2025-11-19 23:00:00,2025-11-20 20:53:08.840903884,Low,Vpn,Priya Sharma,Service Desk,Resolved,Remote,5.0,72,21.89,False
INC-100034,2025-11-20 02:00:00,,Low,Hardware,Nina Falk,Infrastructure,Open,Hamburg,,72,,True
INC-100330,2025-11-20 03:00:00,2025-11-22 12:33:33.025743989,Low,Access Request,Marta Novak,Security,Resolved,Munich,4.7,72,57.56,False
INC-100755,2025-11-20 04:00:00,2025-11-21 04:00:01.906736170,Medium,Hardware,Olivia Reed,Network,Resolved,Hamburg,4.2,48,24.0,False
INC-100456,2025-11-20 05:00:00,,High,Network,Chris Miller,Applications,In Progress,Remote,,24,,True
INC-100113,2025-11-20 08:00:00,2025-11-20 20:50:18.647770369,High,Onboarding,Marta Novak,Security,Resolved,Hamburg,4.1,24,12.84,False
INC-101084,2025-11-20 10:00:00,2025-11-23 20:31:28.154862162,Medium,Software,Lina Schmitt,Service Desk,Resolved,Cologne,4.1,48,82.52,True
INC-101129,2025-11-20 11:00:00,2025-11-21 22:44:26.637672327,High,Software,Alice Brown,Service Desk,Resolved,Frankfurt,3.9,24,35.74,True
INC-100158,2025-11-20 16:00:00,2025-11-21 10:10:44.419841249,Low,Access Request,Tim Bauer,Network,Resolved,Munich,4.2,72,18.18,False
INC-101003,2025-11-20 23:00:00,2025-11-22 01:50:59.932711469,High,Access Request,Chris Miller,Applications,Resolved,Berlin,4.4,24,26.85,True
INC-100134,2025-11-21 05:00:00,2025-11-22 02:22:37.360616017,Low,Security Incident,David Ross,Infrastructure,Resolved,Munich,5.0,72,21.38,False
INC-100079,2025-11-22 11:00:00,2025-11-23 23:17:08.006653370,Medium,Network,Alice Brown,Service Desk,Resolved,Frankfurt,4.6,48,36.29,False
INC-100706,2025-11-22 14:00:00,2025-11-25 07:14:42.611608306,Low,Access Request,Tim Bauer,Network,Closed,Remote,4.1,72,65.25,False
INC-100126,2025-11-22 15:00:00,2025-11-23 17:35:13.303183496,Low,Access Request,Alice Brown,Service Desk,Resolved,Remote,3.3,72,26.59,False
INC-101029,2025-11-22 16:00:00,2025-11-25 00:26:48.982705906,Medium,Security Incident,Priya Sharma,Service Desk,Resolved,Hamburg,4.6,48,56.45,True
INC-100131,2025-11-22 16:00:00,2025-11-24 09:19:15.093356211,Medium,Network,Lina Schmitt,Service Desk,Resolved,Munich,3.9,48,41.32,False
INC-100980,2025-11-22 18:00:00,2025-11-23 14:48:54.691492751,Medium,Access Request,Tim Bauer,Network,Resolved,Hamburg,3.1,48,20.82,False
INC-101189,2025-11-22 23:00:00,2025-11-26 06:57:19.687309110,Low,Hardware,Kevin Zhang,Network,Resolved,Remote,5.0,72,79.96,True
INC-100437,2025-11-23 03:00:00,2025-11-23 11:48:59.226793983,Medium,Access Request,Jonas Weber,Infrastructure,Resolved,Remote,3.9,48,8.82,False
INC-100116,2025-11-23 11:00:00,2025-11-24 10:12:04.150282727,Medium,Hardware,Priya Sharma,Service Desk,Closed,Remote,3.7,48,23.2,False
INC-100570,2025-11-24 02:00:00,2025-11-25 17:50:19.384269760,Medium,Network,Priya Sharma,Service Desk,Closed,Remote,4.8,48,39.84,False
INC-100288,2025-11-24 05:00:00,2025-11-25 09:47:26.436205259,Medium,Software,Alice Brown,Service Desk,Resolved,Berlin,3.8,48,28.79,False
INC-100708,2025-11-24 09:00:00,2025-11-24 18:35:38.302280447,Medium,Vpn,Emre Kaya,Applications,Resolved,Berlin,4.4,48,9.59,False
INC-100978,2025-11-24 09:00:00,2025-11-25 03:47:15.929858502,Low,Network,Tim Bauer,Network,Resolved,Remote,4.3,72,18.79,False
INC-100922,2025-11-24 09:00:00,2025-11-24 17:10:40.725032367,High,Security Incident,Jonas Weber,Infrastructure,Resolved,Munich,4.1,24,8.18,False
INC-100129,2025-11-24 21:00:00,,Medium,Access Request,David Ross,Infrastructure,Open,Remote,,48,,True
INC-100535,2025-11-25 13:00:00,,High,Software,Olivia Reed,Network,In Progress,Munich,,24,,True
INC-100930,2025-11-25 17:00:00,,High,Onboarding,Marco Klein,Service Desk,Pending,Munich,,24,,True
INC-100228,2025-11-26 00:00:00,2025-11-27 20:49:01.452815485,Low,Software,Lina Schmitt,Service Desk,Resolved,Remote,5.0,72,44.82,False
INC-100597,2025-11-26 01:00:00,2025-11-26 12:11:01.979936466,High,Hardware,Priya Sharma,Service Desk,Resolved,Frankfurt,3.7,24,11.18,False
INC-100677,2025-11-26 09:00:00,2025-11-29 10:16:19.157504863,Medium,Access Request,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.6,48,73.27,True
INC-100266,2025-11-26 10:00:00,2025-11-28 15:38:09.691334265,Low,Vpn,Olivia Reed,Network,Resolved,Cologne,4.7,72,53.64,False
INC-100424,2025-11-26 11:00:00,,Medium,Hardware,Jonas Weber,Infrastructure,In Progress,Berlin,,48,,True
INC-101161,2025-11-26 21:00:00,2025-11-27 14:32:28.936236055,Medium,Security Incident,Marco Klein,Service Desk,Closed,Hamburg,3.9,48,17.54,False
INC-100242,2025-11-27 04:00:00,2025-11-27 14:44:11.585433039,Medium,Security Incident,Marta Novak,Security,Resolved,Remote,4.5,48,10.74,False
INC-101118,2025-11-27 17:00:00,,High,Onboarding,Sofia Lang,Applications,In Progress,Cologne,,24,,True
INC-100985,2025-11-27 21:00:00,2025-11-29 04:00:34.062373305,Medium,Hardware,Emre Kaya,Applications,Resolved,Berlin,4.0,48,31.01,False
INC-101156,2025-11-27 21:00:00,,Low,Software,Chris Miller,Applications,In Progress,Hamburg,,72,,True
INC-100260,2025-11-28 00:00:00,,Low,Access Request,Nina Falk,Infrastructure,Open,Cologne,,72,,True
INC-100966,2025-11-28 04:00:00,2025-12-03 06:42:10.422881630,Low,Vpn,David Ross,Infrastructure,Closed,Munich,4.4,72,122.7,True
INC-100786,2025-11-28 04:00:00,2025-11-29 18:02:48.859840946,High,Software,Priya Sharma,Service Desk,Resolved,Cologne,3.1,24,38.05,True
INC-100981,2025-11-28 12:00:00,2025-11-30 05:32:27.786106443,Low,Access Request,Kevin Zhang,Network,Closed,Cologne,4.3,72,41.54,False
INC-100698,2025-11-28 14:00:00,2025-12-03 07:19:22.832002998,Low,Hardware,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.6,72,113.32,True
INC-100270,2025-11-28 19:00:00,2025-11-30 20:28:11.807523396,Low,Network,Alice Brown,Service Desk,Resolved,Remote,3.7,72,49.47,False
INC-100548,2025-11-28 20:00:00,2025-11-29 04:53:44.906860197,Critical,Onboarding,Marta Novak,Security,Closed,Cologne,3.3,8,8.9,True
INC-100915,2025-11-29 01:00:00,2025-11-30 16:14:24.090481141,Medium,Onboarding,Olivia Reed,Network,Resolved,Cologne,4.5,48,39.24,False
INC-100688,2025-11-29 11:00:00,2025-11-30 06:24:46.244484355,Critical,Security Incident,Lina Schmitt,Service Desk,Closed,Munich,3.3,8,19.41,True
INC-100520,2025-11-29 15:00:00,2025-11-30 12:16:18.187061765,High,Onboarding,Tim Bauer,Network,Resolved,Munich,3.6,24,21.27,False
INC-100468,2025-11-30 01:00:00,2025-12-01 16:14:05.880868108,Medium,Network,Chris Miller,Applications,Resolved,Cologne,4.0,48,39.23,False
INC-100455,2025-11-30 06:00:00,2025-11-30 09:02:13.853585992,Critical,Vpn,Lina Schmitt,Service Desk,Resolved,Berlin,3.9,8,3.04,False
INC-100665,2025-11-30 09:00:00,2025-12-01 13:14:15.218067819,Low,Hardware,Chris Miller,Applications,Closed,Munich,5.0,72,28.24,False
INC-101188,2025-11-30 15:00:00,2025-12-02 02:36:20.504823699,Low,Network,Emre Kaya,Applications,Resolved,Remote,4.1,72,35.61,False
INC-100531,2025-11-30 15:00:00,2025-12-01 18:47:21.112943527,Low,Network,Tim Bauer,Network,Resolved,Remote,3.8,72,27.79,False
INC-100394,2025-11-30 20:00:00,2025-12-04 01:04:56.940321363,Low,Access Request,Priya Sharma,Service Desk,Resolved,Berlin,5.0,72,77.08,True
INC-100720,2025-11-30 21:00:00,2025-12-02 08:21:03.191801131,Medium,Hardware,Olivia Reed,Network,Resolved,Berlin,3.2,48,35.35,False
INC-101048,2025-12-01 04:00:00,2025-12-03 08:39:29.043310228,Medium,Access Request,Noah Fischer,Security,Resolved,Hamburg,3.7,48,52.66,True
INC-100967,2025-12-01 09:00:00,2025-12-02 07:41:41.021973995,Medium,Software,Priya Sharma,Service Desk,Resolved,Hamburg,3.5,48,22.69,False
INC-100137,2025-12-01 16:00:00,2025-12-02 07:36:21.600490172,High,Software,Alice Brown,Service Desk,Resolved,Munich,3.2,24,15.61,False
INC-100494,2025-12-01 17:00:00,,Medium,Software,Alice Brown,Service Desk,Open,Remote,,48,,True
INC-100625,2025-12-02 00:00:00,2025-12-02 22:02:35.910790987,Medium,Onboarding,Lina Schmitt,Service Desk,Resolved,Remote,3.8,48,22.04,False
INC-100850,2025-12-02 10:00:00,,Medium,Onboarding,Alice Brown,Service Desk,Pending,Munich,,48,,True
INC-100490,2025-12-02 10:00:00,2025-12-02 20:36:10.836396829,Medium,Hardware,Nina Falk,Infrastructure,Closed,Berlin,4.1,48,10.6,False
INC-100193,2025-12-02 17:00:00,2025-12-04 03:03:29.081717996,Medium,Software,Lina Schmitt,Service Desk,Resolved,Frankfurt,4.3,48,34.06,False
INC-101181,2025-12-02 21:00:00,2025-12-04 01:24:35.393520566,High,Network,Marco Klein,Service Desk,Resolved,Remote,4.5,24,28.41,True
INC-100956,2025-12-03 15:00:00,2025-12-06 23:27:27.939810743,Medium,Security Incident,Noah Fischer,Security,Resolved,Hamburg,3.8,48,80.46,True
INC-100896,2025-12-03 18:00:00,2025-12-04 20:57:31.955557243,Medium,Hardware,Sofia Lang,Applications,Resolved,Remote,3.7,48,26.96,False
INC-100269,2025-12-03 23:00:00,,Critical,Hardware,Marco Klein,Service Desk,Pending,Cologne,,8,,True
INC-100767,2025-12-04 01:00:00,2025-12-05 08:30:17.829175194,Medium,Access Request,Marco Klein,Service Desk,Resolved,Frankfurt,4.8,48,31.5,False
INC-101135,2025-12-04 07:00:00,2025-12-04 16:48:53.646986197,Medium,Email,Kevin Zhang,Network,Resolved,Hamburg,3.6,48,9.81,False
INC-100672,2025-12-04 10:00:00,2025-12-05 06:27:41.783794950,Medium,Onboarding,David Ross,Infrastructure,Resolved,Berlin,4.0,48,20.46,False
INC-100953,2025-12-04 12:00:00,2025-12-04 15:59:00.003749376,Critical,Onboarding,Priya Sharma,Service Desk,Resolved,Remote,2.6,8,3.98,False
INC-100323,2025-12-04 12:00:00,,High,Hardware,Sofia Lang,Applications,Open,Berlin,,24,,True
INC-100601,2025-12-04 21:00:00,2025-12-05 18:10:27.182901247,Medium,Network,Emre Kaya,Applications,Resolved,Hamburg,3.9,48,21.17,False
INC-100900,2025-12-04 21:00:00,,Low,Onboarding,Sofia Lang,Applications,In Progress,Remote,,72,,True
INC-100702,2025-12-04 21:00:00,2025-12-07 15:50:01.338897805,Low,Email,Emre Kaya,Applications,Resolved,Berlin,5.0,72,66.83,False
INC-100987,2025-12-04 23:00:00,2025-12-05 01:54:05.864959347,Low,Email,Nina Falk,Infrastructure,Resolved,Munich,3.4,72,2.9,False
INC-101200,2025-12-05 21:00:00,2025-12-07 20:49:27.611180461,Low,Access Request,Chris Miller,Applications,Resolved,Hamburg,5.0,72,47.82,False
INC-100675,2025-12-06 05:00:00,2025-12-06 15:10:47.125861182,High,Software,Priya Sharma,Service Desk,Resolved,Remote,3.5,24,10.18,False
INC-100343,2025-12-06 05:00:00,,Low,Email,Alice Brown,Service Desk,Pending,Remote,,72,,True
INC-100825,2025-12-06 14:00:00,2025-12-07 10:38:55.774182448,High,Network,Nina Falk,Infrastructure,Closed,Hamburg,2.6,24,20.65,False
INC-100996,2025-12-07 05:00:00,,Low,Network,Emre Kaya,Applications,Pending,Cologne,,72,,True
INC-100240,2025-12-07 13:00:00,2025-12-08 04:37:10.996248012,Medium,Email,Nina Falk,Infrastructure,Resolved,Frankfurt,4.3,48,15.62,False
INC-100599,2025-12-07 16:00:00,,Critical,Access Request,Lina Schmitt,Service Desk,Open,Remote,,8,,True
INC-100245,2025-12-07 21:00:00,2025-12-09 09:34:36.452058005,Low,Vpn,Marco Klein,Service Desk,Resolved,Frankfurt,2.9,72,36.58,False
INC-101171,2025-12-07 22:00:00,2025-12-08 09:08:04.249556119,Critical,Software,Sofia Lang,Applications,Resolved,Cologne,2.3,8,11.13,True
INC-100085,2025-12-08 03:00:00,,High,Software,Emre Kaya,Applications,In Progress,Remote,,24,,True
INC-100880,2025-12-08 04:00:00,2025-12-11 03:34:10.402116341,Medium,Software,David Ross,Infrastructure,Closed,Berlin,3.4,48,71.57,True
INC-100192,2025-12-08 06:00:00,,Low,Email,Jonas Weber,Infrastructure,Open,Remote,,72,,True
INC-101172,2025-12-08 09:00:00,,High,Email,Marta Novak,Security,Pending,Frankfurt,,24,,True
INC-100040,2025-12-08 14:00:00,2025-12-10 21:03:19.678857076,Medium,Email,Tim Bauer,Network,Closed,Berlin,3.6,48,55.06,True
INC-101111,2025-12-08 16:00:00,2025-12-09 08:42:52.046974568,Medium,Email,Marta Novak,Security,Resolved,Remote,4.7,48,16.71,False
INC-100658,2025-12-08 21:00:00,2025-12-09 05:40:14.139164731,Medium,Access Request,Marta Novak,Security,Closed,Frankfurt,4.4,48,8.67,False
INC-101196,2025-12-09 02:00:00,2025-12-09 15:27:58.343439983,Medium,Software,Priya Sharma,Service Desk,Resolved,Munich,3.3,48,13.47,False
INC-100458,2025-12-09 03:00:00,2025-12-11 04:00:35.854487614,High,Security Incident,Lina Schmitt,Service Desk,Resolved,Frankfurt,3.9,24,49.01,True
INC-100475,2025-12-09 05:00:00,2025-12-10 12:58:42.941145812,Medium,Onboarding,Tim Bauer,Network,Closed,Berlin,3.0,48,31.98,False
INC-100743,2025-12-09 06:00:00,2025-12-10 01:52:17.944119037,High,Software,David Ross,Infrastructure,Closed,Berlin,3.6,24,19.87,False
INC-100958,2025-12-09 07:00:00,2025-12-10 04:01:35.480477242,Critical,Email,Jonas Weber,Infrastructure,Closed,Remote,3.1,8,21.03,True
INC-100130,2025-12-09 07:00:00,,Critical,Software,Jonas Weber,Infrastructure,In Progress,Remote,,8,,True
INC-100341,2025-12-09 08:00:00,2025-12-09 22:16:31.553525769,Medium,Onboarding,Alice Brown,Service Desk,Resolved,Cologne,4.8,48,14.28,False
INC-100673,2025-12-09 16:00:00,2025-12-13 07:28:18.992166457,Medium,Email,Jonas Weber,Infrastructure,Closed,Berlin,3.9,48,87.47,True
INC-100920,2025-12-09 17:00:00,2025-12-12 14:28:42.484415243,Medium,Network,Marco Klein,Service Desk,Resolved,Frankfurt,4.0,48,69.48,True
